County,Latitude,Longitude
"Schoolcraft County, MI",46.042479815146905,-86.17729449039842
"Ulster County, NY",41.88814562680186,-74.25856951631634
"Camden County, NJ",39.80353923771178,-74.9597543533771
"Jersey County, IL",39.08547428880768,-90.35646428719065
"Hanover County, VA",37.76010127795548,-77.49095487827023
"Wallace County, KS",38.91666113976033,-101.76357400528765
"Alger County, MI",46.94826921077685,-86.572160171659
"Fulton County, AR",36.38166379597959,-91.81824533530919
"Hidalgo County, TX",26.396734156392526,-98.18111521862414
"Robeson County, NC",34.640246125343744,-79.1038614867164
"Newaygo County, MI",43.55416755061618,-85.80091729262861
"Morrow County, OR",45.41900455012714,-119.58427504540498
"Todd County, MN",46.07062663180006,-94.89760267702374
"Logan County, AR",35.21491049412952,-93.71657499608102
"Lincoln County, NC",35.48559502095451,-81.22353262260451
"Miller County, AR",33.31245065394357,-93.89207844151296
"Orange County, FL",28.51444801705921,-81.32352890054533
"San Juan County, CO",37.76404307296361,-107.67614727490974
"Franklin County, ID",42.181091654046945,-111.8132011102933
"Carroll County, GA",33.58279785207812,-85.07976305372985
"Riley County, KS",39.29656815579783,-96.73518819764969
"Schleicher County, TX",30.897452608758616,-100.53854604449894
"Russell County, VA",36.93387032333359,-82.09535836809984
"Caldwell County, NC",35.95303877832075,-81.54643729228874
"Madison County, ID",43.78414025171717,-111.65918848225661
"Warrick County, IN",38.09216895213333,-87.27205931939747
"Adair County, KY",37.10415343791964,-85.28064976095095
"Gallatin County, KY",38.75686353645905,-84.85920598033923
"Harrison County, KY",38.44180415228122,-84.33139479040089
"Sagadahoc County, ME",43.91172689042314,-69.83930895181628
"Sweet Grass County, MT",45.81389375425772,-109.94101389625207
"Grayson County, TX",33.62680767752168,-96.67772499815081
"Greene County, PA",39.85379981027012,-80.22287385644742
"Northwest Arctic County, AK",67.00817244319957,-160.0069785365713
"Ellis County, KS",38.91475125282596,-99.31723162334859
"Hale County, AL",32.76266422405722,-87.62911768334428
"Perry County, AL",32.63846565594572,-87.2944007871575
"Colbert County, AL",34.70043379511723,-87.80498528098009
"Pratt County, KS",37.64773533740519,-98.73959570923404
"Bourbon County, KY",38.2067299926786,-84.21714016393506
"Rutherford County, TN",35.84270652602852,-86.41673788584512
"Cook County, GA",31.15399102851176,-83.43046506732516
"Lane County, KS",38.48130471816583,-100.46639844878956
"Harper County, OK",36.788802521923394,-99.66740110165165
"Piatt County, IL",40.01035274506626,-88.59108665019735
"Crosby County, TX",33.61462503029046,-101.29995845116085
"Fajardo County, PR",18.36220925207591,-65.6065608131063
"Greene County, AL",32.85313884232715,-87.95223091581856
"Clark County, ID",44.28390563419399,-112.35129751132735
"Kossuth County, IA",43.20413002945266,-94.20671993045791
"Yabucoa County, PR",18.055966288134588,-65.8633023193976
"Burke County, ND",48.79101842393389,-102.51816051953669
"Durham County, NC",36.03602895846822,-78.87659272347021
"Harrison County, IA",41.68285305543888,-95.81692023296573
"Keya Paha County, NE",42.87882908520952,-99.71234981952543
"Webster County, IA",42.42794324760925,-94.1817652121443
"Pope County, IL",37.41270956355227,-88.56158197600541
"Smith County, TN",36.25053409653976,-85.95671456803957
"Henry County, VA",36.682772679556386,-79.87395250329261
"Alexandria County, VA",38.81845301681547,-77.0862039302619
"Jefferson County, IA",41.03176206213399,-91.94887288385945
"Lewis and Clark County, MT",47.12244290809329,-112.39045501141861
"Duchesne County, UT",40.29826362881874,-110.42521855256255
"Alfalfa County, OK",36.73098891178094,-98.32397818011502
"Delta County, TX",33.386292739310505,-95.6722708168063
"Trousdale County, TN",36.39204285655279,-86.15675276040886
"Perry County, KY",37.24429332858263,-83.22148160197789
"Deuel County, SD",44.76005795184746,-96.66797414013185
"Jackson County, OR",42.432155888293586,-122.72851787739313
"Hormigueros County, PR",18.134180726830234,-67.11402229560063
"Zavala County, TX",28.866211422108215,-99.76059567168332
"Banner County, NE",41.54593898418443,-103.71046021671754
"Madison County, IA",41.33071420608433,-94.01556195305983
"Broward County, FL",26.152131519823538,-80.4604568891851
"Toombs County, GA",32.12172033142266,-82.33129290988452
"Sanilac County, MI",43.44331160845623,-82.64575385714453
"Rockwall County, TX",32.89785203089147,-96.40788326564534
"Wayne County, MI",42.284858047383814,-83.26119821840435
"Nobles County, MN",43.67423978975006,-95.7533864458102
"Aitkin County, MN",46.60819248106907,-93.415505990262
"Ramsey County, ND",48.26894302345365,-98.72010504680851
"Person County, NC",36.39009512074593,-78.97180514332344
"Trego County, KS",38.914324914372855,-99.87273583623879
"Washington County, MS",33.28382476939229,-90.9473202223706
"Eastland County, TX",32.327073070715315,-98.83232225036879
"Issaquena County, MS",32.741387919707854,-90.98921065512044
"DeWitt County, TX",29.082081292448766,-97.35677844393635
"Angelina County, TX",31.254783081469217,-94.61186351513845
"Saluda County, SC",34.0060850095984,-81.72679751509851
"Maries County, MO",38.161634891237526,-91.92488596655458
"Arkansas County, AR",34.28918711732516,-91.37422202361205
"Lawrence County, MO",37.106351208009166,-93.83293656234478
"Charlottesville County, VA",38.03749123979834,-78.48550071793616
"Bureau County, IL",41.40414592620389,-89.52865575668838
"Scioto County, OH",38.80390381646255,-82.99288891030164
"Madison County, NC",35.858035808329014,-82.7057582621181
"Jerome County, ID",42.68990474340242,-114.26394136322062
"Vinton County, OH",39.250984979619965,-82.48535004495623
"McLennan County, TX",31.552380079782154,-97.20178660033405
"Custer County, ID",44.241116379595326,-114.28171239549202
"Howard County, IA",43.356767336019146,-92.31719890324746
"Palm Beach County, FL",26.64755596438325,-80.43651750341122
"Lincoln County, GA",33.79365964762332,-82.45121280283492
"Butler County, AL",31.752433942007315,-86.68028921563347
"Sumner County, TN",36.469051103640176,-86.46055268550536
"King and Queen County, VA",37.71862510943582,-76.89526691782474
"Carroll County, AR",36.341070675519845,-93.53816080557253
"Waynesboro County, VA",38.06741658106916,-78.90135420957752
"Sitka County, AK",57.1797757863048,-135.3049651194251
"Multnomah County, OR",45.546791564755196,-122.41510010362062
"Grundy County, TN",35.388366705829185,-85.72258238777592
"Hubbard County, MN",47.108632191788054,-94.91661897298344
"Sargent County, ND",46.10793829833968,-97.6307326898182
"St. Lawrence County, NY",44.49639341675472,-75.06894277450345
"Reynolds County, MO",37.362326557393075,-90.96908283371815
"Sacramento County, CA",38.44932147993439,-121.34425533065264
"Paulding County, OH",41.11662082960589,-84.58019455878019
"Wells County, IN",40.72918664692132,-85.22121985758766
"Floyd County, VA",36.93160126816416,-80.36256573027934
"Santa Barbara County, CA",34.538251257859024,-120.03101114135812
"Boone County, WV",38.02288288913092,-81.71151676238361
"Benton County, MS",34.817286460817584,-89.18847548403636
"Crittenden County, KY",37.35276035801179,-88.09726301695795
"Palo Alto County, IA",43.08206428580413,-94.678137070699
"Ringgold County, IA",40.7352022979092,-94.24397191175164
"Randolph County, NC",35.71033666466704,-79.80600323128654
"Cecil County, MD",39.56242025949651,-75.94810696444468
"Warren County, IN",40.34690332943668,-87.35331448127155
"Greeley County, NE",41.56744029511534,-98.52124451850942
"Jefferson County, NE",40.17576085926446,-97.14271565278979
"Saline County, NE",40.524061084515445,-97.1409087004254
"Knott County, KY",37.35405240003923,-82.95413133708915
"Clinton County, IA",41.89803580541198,-90.53197243566424
"Jackson County, MN",43.67417329286016,-95.15411302458119
"Dodge County, MN",44.02259468226975,-92.86209198432807
"Freeborn County, MN",43.67384418004116,-93.34881585789735
"Calaveras County, CA",38.204606801804864,-120.55413209675262
"Barnstable County, MA",41.77344927347826,-70.23813749230841
"Middlesex County, VA",37.62270777168738,-76.50591334308173
"Jefferson County, PA",41.12814512535502,-78.99942145581927
"Lake County, IN",41.472210111390304,-87.37639148255448
"Bedford County, TN",35.51379787204555,-86.45888569603483
"Clay County, TN",36.551157108284954,-85.54385919432751
"Coles County, IL",39.520296141213954,-88.22175350372883
"Lauderdale County, TN",35.760541870807344,-89.63050590397269
"Baker County, OR",44.70917427416657,-117.67536345670189
"Schuyler County, NY",42.39379829496839,-76.87517613122954
"Van Buren County, MI",42.2851055802936,-86.30641489062275
"Mercer County, IL",41.20534501925739,-90.74139388190423
"Lawrence County, KY",38.06787861566299,-82.73475466078216
"Morgan County, KY",37.922280906218674,-83.25889312824691
"Muhlenberg County, KY",37.21579226154224,-87.14204166001039
"Effingham County, IL",39.05978193278674,-88.5898533467049
"Loudon County, TN",35.73477920931298,-84.31186766954815
"Clark County, SD",44.85825389405291,-97.72949628982406
"Honolulu County, HI",23.71864039650641,-164.73674034720787
"Gilchrist County, FL",29.725822716040405,-82.800366531283
"Tippecanoe County, IN",40.388618734959955,-86.89409741190312
"Snyder County, PA",40.76983249552492,-77.07017142189038
"Lamar County, TX",33.66726204826665,-95.5712006991007
"Miami-Dade County, FL",25.61058082316261,-80.50544049076021
"Dundy County, NE",40.17623523089952,-101.68796142700633
"Leon County, TX",31.29650680882539,-95.99569065335112
"Pitkin County, CO",39.21710574522168,-106.91657774898124
"Grand Forks County, ND",47.92191518587619,-97.4569239404222
"LaPorte County, IN",41.549021557186066,-86.74236621345048
"Hamilton County, IN",40.07247911023684,-86.05202820119914
"Emporia County, VA",36.69532994765683,-77.53561072930265
"Lincoln County, OK",35.70296950242858,-96.8808913798093
"Greeley County, KS",38.48053745281058,-101.80596843515501
"Harris County, GA",32.7360040990801,-84.90898809177186
"Screven County, GA",32.75058662711163,-81.61193455444676
"San Juan County, PR",18.42225906979491,-66.0683293604026
"Stonewall County, TX",33.179124387282684,-100.25330550680975
"Henry County, OH",41.33388515854275,-84.06823041152248
"Grafton County, NH",43.94066631395074,-71.8207197908958
"Newton County, MO",36.90550884136653,-94.33924650287267
"Posey County, IN",38.02178270919901,-87.86847539063992
"McMullen County, TX",28.352687960191354,-98.56784111948852
"Cumberland County, IL",39.2733468249857,-88.24019816559064
"Walton County, GA",33.78155707794865,-83.7338465429217
"Pope County, MN",45.58602527766298,-95.44449760525912
"Rappahannock County, VA",38.684772223547526,-78.1592301973177
"Amherst County, VA",37.60479191720817,-79.1451431275438
"Ventura County, CA",34.35706907242699,-119.12601434728353
"Crawford County, IL",39.00269806660075,-87.75955114756255
"Park County, CO",39.119338520351576,-105.71724347336645
"Los Angeles County, CA",34.198181903568305,-118.261056479435
"Yuma County, AZ",32.769619918498236,-113.90561548044276
"Gordon County, GA",34.503170193432545,-84.87591392084497
"Calhoun County, IA",42.38518485115119,-94.64041360390412
"Highlands County, FL",27.34337973471186,-81.34103790558667
"Covington County, VA",37.778616181468,-79.9867558926246
"Orange County, VT",44.005632446297426,-72.37680721079371
"McPherson County, KS",38.39166664526077,-97.64807986967611
"Pinal County, AZ",32.90436597266241,-111.3447396513087
"Fulton County, OH",41.60179890302097,-84.13007952696371
"Alamosa County, CO",37.57289314018657,-105.78828819688748
"Citrus County, FL",28.852154494267516,-82.59424496121026
"Culebra County, PR",18.323366979386403,-65.3008009927311
"Dorado County, PR",18.472020964622544,-66.262030668509
"DeKalb County, TN",35.979860662383174,-85.832751653876
"Clarion County, PA",41.19238953796233,-79.42096345276484
"Miner County, SD",44.02195118388964,-97.61024517110077
"Jerauld County, SD",44.06634583180485,-98.62967497114079
"Decatur County, IN",39.30699993428822,-85.50114304883756
"Dubois County, IN",38.36427643204769,-86.87980211886277
"Essex County, VA",37.939173192974344,-76.94108056363802
"Williamsburg County, SC",33.619925489482924,-79.72771202914568
"Essex County, NY",44.11721752261526,-73.7727094420613
"Worth County, IA",43.377398448588295,-93.260847549215
"Hughes County, OK",35.04836294741506,-96.25018797098262
"Buchanan County, VA",37.26661559710093,-82.03601465471641
"Alleghany County, VA",37.78777754977991,-80.00617518745575
"Lowndes County, MS",33.47290926804881,-88.44331348710462
"Scott County, IN",38.685069938329065,-85.74746809539364
"Prowers County, CO",37.955183185827295,-102.39334897742714
"Sutton County, TX",30.498293028119146,-100.53818749525318
"Sabana Grande County, PR",18.083633437276244,-66.94331181965619
"Muskogee County, OK",35.61613904509565,-95.37947378928176
"Christian County, MO",36.96957947970934,-93.18885757663823
"Ciales County, PR",18.289018002710954,-66.51644221689551
"Lamar County, MS",31.20603304470118,-89.50867253497442
"Ripley County, IN",39.10345466606206,-85.2623863732309
"Mercer County, ND",47.309180254646535,-101.8314892420166
"Hart County, GA",34.350898332253955,-82.9642475980246
"Jackson Parish, LA",32.30204937531261,-92.55778124120557
"Northumberland County, VA",37.8546676187239,-76.37952135609915
"Fort Bend County, TX",29.527511420177557,-95.77094962169242
"Green Lake County, WI",43.80037889311096,-89.04485970419846
"Pondera County, MT",48.22793280587536,-112.22668793162698
"Walworth County, WI",42.66848530631188,-88.54190637396917
"Mineral County, NV",38.53859613862173,-118.43499564881888
"Fulton County, IL",40.47278024418926,-90.2074913598642
"Suffolk County, NY",40.94044997975937,-72.68527774341898
"Union County, IN",39.625545840465115,-84.92514203043545
"McDonald County, MO",36.62868245872462,-94.34834811249434
"Scotts Bluff County, NE",41.850573956671404,-103.7079515328775
"San Miguel County, NM",35.48058467942912,-104.81589795724732
"Lee County, AL",32.60113634661622,-85.35556226992608
"Parker County, TX",32.77764581423159,-97.805096665782
"Dickey County, ND",46.11012510594009,-98.5047043560096
"Barnes County, ND",46.93610646687765,-98.07154012001011
"Sibley County, MN",44.579479285545226,-94.23213873697298
"Upson County, GA",32.88127004237609,-84.29934351461478
"Sonoma County, CA",38.52538142533889,-122.92272709362724
"Chippewa County, MI",46.32817877928388,-84.52936719631334
"Bonneville County, ID",43.38774237909966,-111.61475270452237
"Barrow County, GA",33.9931962128097,-83.71275518103182
"Long County, GA",31.75258576990829,-81.74576507768047
"Kinney County, TX",29.35020757847092,-100.41794661793666
"Ottawa County, OK",36.835513747662816,-94.8104296204847
"Clearfield County, PA",41.00004534818058,-78.4742341672656
"Clinton County, MI",42.94365236615463,-84.60151655198452
"Santa Isabel County, PR",17.95300331600892,-66.38669382430724
"Montgomery County, IL",39.23104609497512,-89.47884986690083
"Alcorn County, MS",34.8807714575968,-88.58026455958336
"Lafayette County, MS",34.35675780592778,-89.48491926712325
"Grant Parish, LA",31.599733457681996,-92.55948672160243
"Atchison County, MO",40.43084757333968,-95.428093472005
"Macon County, IL",39.86000278805,-88.96155193152988
"St. Joseph County, MI",41.914414245783064,-85.52774467842364
"Franklin County, IL",37.99229269146202,-88.92416550217219
"Garfield County, MT",47.27763872493149,-106.99288906476367
"Adams County, NE",40.52446870390296,-98.5012089542929
"Olmsted County, MN",44.00378338025955,-92.40178755731584
"Union County, NJ",40.65993264199155,-74.3082241280015
"Trujillo Alto County, PR",18.33631137345334,-65.99912398340975
"Mobile County, AL",30.685151206940123,-88.19752379023207
"McCook County, SD",43.674310845528474,-97.36844318088909
"Fayette County, AL",33.721206144485514,-87.73886196121276
"Chambers County, AL",32.91437222977551,-85.39204294896062
"Northampton County, NC",36.41773124351038,-77.39682121070447
"Moffat County, CO",40.618422220014196,-108.20729060393529
"Green County, KY",37.26411001518178,-85.55310609556244
"Franklin County, IN",39.414864518504174,-85.06028488273374
"Beaufort County, NC",35.486983815004805,-76.8453144054592
"Jayuya County, PR",18.210645912568456,-66.58844533396964
"Burleigh County, ND",46.97745206211987,-100.46873773680943
"Rowan County, NC",35.639426342069775,-80.52475030459573
"Iron County, MI",46.208645802538214,-88.53052667308988
"Kandiyohi County, MN",45.15239972904846,-95.00474392035082
"Wolfe County, KY",37.73931959156609,-83.49317515099742
"Fayette County, TX",29.876786793276498,-96.91976171780746
"Lawrence County, SD",44.35862718048801,-103.79222451534491
"Washington County, ME",44.9694497076136,-67.60906440105603
"Briscoe County, TX",34.53026410468822,-101.20859330512657
"Ontonagon County, MI",47.022184576531316,-89.43473154431923
"Carroll County, MS",33.448525850609094,-89.92019769878105
"Benton County, OR",44.49179903576947,-123.42924906242823
"Rock County, MN",43.674630611004744,-96.25320744676277
"Indiana County, PA",40.65195643502555,-79.0875679014028
"Lincoln Parish, LA",32.601619365204414,-92.66488722582021
"Perry County, PA",40.398410121371384,-77.26229513207555
"Ziebach County, SD",44.98041189186005,-101.66585707725234
"Harrison County, TX",32.54813319778861,-94.37148655473933
"Baraga County, MI",46.69970944850869,-88.35218034490094
"Rogers County, OK",36.37153666970978,-95.60434007971102
"Boone County, MO",38.99061481030751,-92.30967884987294
"Mayagez County, PR",18.18310129693029,-67.60506375833015
"Caddo County, OK",35.17440603602555,-98.37515818777877
"Jefferson County, CO",39.586431497618634,-105.25046927497775
"Cabell County, WV",38.42029687361728,-82.2417166890937
"Reagan County, TX",31.36619212911361,-101.52300841357265
