County,Latitude,Longitude
"Petersburg County, AK",57.114024392198154,-133.00243100985924
"Floyd County, TX",34.07242455073886,-101.30323451910961
"Wrangell County, AK",56.29364062661569,-132.12920215404588
"Madison County, KY",37.720184096873545,-84.27799730076518
"Blount County, TN",35.68720379405615,-83.9255394314403
"Gallatin County, MT",45.54038949936412,-111.17036894621683
"Darlington County, SC",34.3325069446756,-79.95771990928013
"Escambia County, AL",31.12612254650166,-87.16161986486856
"Haralson County, GA",33.794233424984306,-85.21102634970306
"Allen County, KS",37.88573494359488,-95.30138892954766
"Douglas County, IL",39.769454769446156,-88.21733469802942
"Greene County, VA",38.29761201334899,-78.4668594935412
"Guam County, GU",13.442759547851251,144.76945169733105
"Waushara County, WI",44.113120313947675,-89.24287893326995
"Izard County, AR",36.0948498558284,-91.91341451950251
"Monterey County, CA",36.23977436811787,-121.30890152396167
"Grant County, NM",32.739002553586246,-108.38245576552463
"Miller County, MO",38.21452950333232,-92.42840776912402
"Wilkes County, NC",36.206190255435224,-81.1629677372279
"Juneau County, AK",58.44394721775063,-134.23031788406237
"Platte County, MO",39.38034077113672,-94.77375436023539
"Buchanan County, MO",39.6597402326641,-94.80593570028645
"Limestone County, AL",34.810078314411406,-86.98137476291079
"Henry County, IN",39.93103973566976,-85.39643537429951
"Polk County, NE",41.186896834780356,-97.56842112220316
"Ottawa County, OH",41.59390070920701,-83.01997789051998
"Norman County, MN",47.3264761640699,-96.45527773952732
"Shelby County, IA",41.68509354755489,-95.31021014575015
"Carroll County, MD",39.56285518746541,-77.02251622695825
"Benton County, IA",42.080174749444865,-92.06573173315174
"Martin County, KY",37.80157720693841,-82.51329251413723
"Chisago County, MN",45.50247307955794,-92.90834215073815
"Owsley County, KY",37.41920499889439,-83.68311187531098
"Bradford County, PA",41.78865777372318,-76.51542182876747
"Hancock County, WV",40.52185452213941,-80.57389222044452
"Cole County, MO",38.50540995751937,-92.28160724681337
"Berrien County, MI",41.99577768511437,-86.68542115443856
"Huntingdon County, PA",40.41691416716455,-77.98122629108768
"Dawes County, NE",42.71974114168275,-103.13541630297479
"Patrick County, VA",36.678363735927135,-80.28427456843295
"Montmorency County, MI",45.02754489126409,-84.12720408600548
"Oscoda County, MI",44.68175818210911,-84.12977141917837
"Colfax County, NM",36.606136739278085,-104.64684253857368
"St. Clair County, IL",38.470317029215614,-89.92839375810756
"Washington County, IL",38.352182810013666,-89.4104744600461
"Bedford County, PA",40.006469978404716,-78.49027799095325
"Scott County, AR",34.86070230717811,-94.0632737858692
"Labette County, KS",37.19132734813726,-95.29757614203776
"Lawrence County, PA",40.991214354806885,-80.33470706977778
"Harrison County, OH",40.29383893499466,-81.09113587653357
"Alexander County, NC",35.92102631369419,-81.1770268467541
"Cape May County, NJ",39.08509810864436,-74.84997701373725
"Cheshire County, NH",42.919331428647645,-72.25117527445191
"Marshall County, MN",48.35812677183926,-96.3684756617123
"King William County, VA",37.70659313373765,-77.08852186391505
"Huerfano County, CO",37.684679638706356,-104.96058453432981
"Karnes County, TX",28.90573896272013,-97.85940182874587
"Chester County, TN",35.421752323732974,-88.61346155135439
"Scott County, IL",39.6441138538436,-90.47474716496419
"Millard County, UT",39.073285685205555,-113.10070060484178
"Morgan County, UT",41.08931145012293,-111.57316467871858
"Kaufman County, TX",32.599290956968694,-96.28776532830845
"Greenlee County, AZ",33.21540166909241,-109.24035541175873
"Maricopa County, AZ",33.349039435493324,-112.49151143841013
"Ogemaw County, MI",44.33493925855559,-84.1264136572381
"Jackson County, TN",36.35921151713566,-85.67315078677301
"Richland County, IL",38.7123596979694,-88.08513354866564
"Blount County, AL",33.98086738267196,-86.5673709638263
"Liberty County, MT",48.56175617684852,-111.02457976887152
"Duval County, TX",27.68133298884516,-98.50890606130677
"Ralls County, MO",39.52767016920087,-91.52202421894924
"Johnson County, TX",32.37899961702978,-97.36654679023982
"Clay County, GA",31.62627551563749,-84.98010291192477
"Grant County, OR",44.49150068403516,-119.00735405670052
"Coos County, OR",43.18516215311561,-124.09331877504391
"Franklin County, TX",33.17554867591893,-95.2184193973672
"Warren County, NY",43.56095794428491,-73.84599864391812
"Madison County, VA",38.41370379275659,-78.27922435836318
"Atoka County, OK",34.37364831592232,-96.03784791384675
"Menard County, IL",40.02741570838789,-89.80217764328987
"Bartow County, GA",34.237661585942064,-84.84033802185127
"Lake County, FL",28.761471685790877,-81.71132498937689
"Okmulgee County, OK",35.64660659808819,-95.96426464846417
"Sheridan County, ND",47.575461726717016,-100.34555505973799
"Fulton County, IN",41.04696329778168,-86.26358368453046
"Johnson County, KS",38.88376851188617,-94.82226104080006
"Calvert County, MD",38.53471200411131,-76.53056446894189
"Washburn County, WI",45.89917916716305,-91.79123463074743
"Jefferson County, WA",47.776436656800016,-123.57647381642916
"Aguada County, PR",18.376289001688896,-67.18672882479089
"Winona County, MN",43.98684998155209,-91.77915700490685
"Warren County, MS",32.35722961401372,-90.8520112085942
"Andrew County, MO",39.98351078183127,-94.80205989861147
"Montgomery County, MO",38.94149104150397,-91.47020879736093
"Cherokee County, KS",37.16930606261748,-94.84626897230567
"Halifax County, NC",36.257448544825124,-77.65173298318886
"Sandoval County, NM",35.68861056879721,-106.86593944475877
"Clay County, KY",37.159697548416716,-83.71466267593193
"Clinton County, PA",41.233955653740374,-77.63848623447704
"Linn County, OR",44.4887000146241,-122.5343618187741
"Lafayette County, WI",42.660499364784386,-90.13172201286956
"Washington County, OK",36.71523381919435,-95.90436617810738
"Preston County, WV",39.46929687064352,-79.66816198518033
"Rota County, MP",14.151542964770623,145.21516613929444
"Waupaca County, WI",44.470461174570005,-88.96479280705991
"Edwards County, TX",29.98263294441898,-100.3047417016245
"Lake County, OR",42.79346137610008,-120.38733759014767
"Ozark County, MO",36.64931251526172,-92.4446711853233
"Waller County, TX",30.010789391927048,-95.98764148019727
"Monroe County, AL",31.570834024745384,-87.36543751075975
"Essex County, VT",44.72753915792097,-71.73588162583472
"Lunenburg County, VA",36.946210135450976,-78.24056585100027
"Traill County, ND",47.45419055409946,-97.16155445907721
"Hall County, GA",34.31708893394288,-83.81949952086372
"Treutlen County, GA",32.40388150345285,-82.56728252699443
"Calhoun County, GA",31.52919727425691,-84.62450769456028
"Vilas County, WI",46.05289858951159,-89.51484562113706
"Beltrami County, MN",47.97377223783841,-94.93761574335451
"Coamo County, PR",18.097304665335283,-66.360169920949
"Gunica County, PR",17.946361903221455,-66.92193817656165
"Dorchester County, MD",38.422608042714046,-76.08332531091462
"Columbia County, PA",41.048556949975456,-76.40513650581555
"Clark County, OH",39.916716373323865,-83.78436878951449
"Maverick County, TX",28.742590130579465,-100.31451417122888
"Pima County, AZ",32.09739870528064,-111.78986399447216
"Cibola County, NM",34.91257798293011,-107.99972431747861
"Burlington County, NJ",39.87771729625139,-74.668067407223
"Rutland County, VT",43.58015293567753,-73.03637416747668
"Early County, GA",31.32283271113155,-84.9036434231825
"Dukes County, MA",41.38877473620651,-70.6987715806576
"McHenry County, ND",48.23457287689647,-100.6362891947818
"Wayne County, NE",42.2092885549434,-97.11926026379626
"LaMoure County, ND",46.45691581734939,-98.53546131327583
"Butte County, ID",43.72293273584068,-113.17203224610844
"Coos County, NH",44.689494632945056,-71.30553297574899
"Kidder County, ND",46.980101756278565,-99.78009137454254
"Kleberg County, TX",27.426710824442658,-97.6683877684923
"Porter County, IN",41.50883905297809,-87.07332584372837
"Newton County, MS",32.400258065455944,-89.11878483685523
"Sampson County, NC",34.991589542638636,-78.37143772594187
"Moore County, TN",35.28461740200817,-86.35877112743546
"Pinellas County, FL",27.903983686420556,-82.79881633602382
"Barranquitas County, PR",18.20170622755645,-66.30987256562314
"Hamilton County, IL",38.08155397767369,-88.53909629053544
"Perry County, AR",34.947548973288576,-92.93124727924814
"Cheyenne County, KS",39.7858693358926,-101.73110421835436
"Delta County, CO",38.861373790132596,-107.8628768114315
"Wayne County, IA",40.73946341923346,-93.32736935847525
"Gaines County, TX",32.740727727270034,-102.63517378332998
"Marion County, AL",34.13654969553285,-87.88713836404669
"Watauga County, NC",36.23110709917231,-81.69642522524103
"Roanoke County, VA",37.269273820353355,-80.06799012471713
"Martin County, TX",32.306030133387424,-101.95121677855887
"Bowie County, TX",33.445757131006324,-94.42333244035353
"Weber County, UT",41.26985999253628,-111.91334178090815
"Marion County, MO",39.80596540357778,-91.62234801183573
"Jefferson County, NY",43.99882343373764,-76.05228044055714
"Jackson County, IA",42.171742585479585,-90.57422939600274
"Nelson County, ND",47.92168118431888,-98.19203246715443
"Clinton County, NY",44.746223282641836,-73.67817574456275
"Garfield County, CO",39.599307178656986,-107.90395615190025
"Ray County, MO",39.35234365537117,-93.98987280282137
"Hocking County, OH",39.49702243649587,-82.47924026862658
"Lowndes County, AL",32.15475001903269,-86.65010768220085
"Candler County, GA",32.40344278181518,-82.07367282246216
"Linn County, IA",42.07895352153266,-91.59902285580478
"Trinity County, CA",40.6506935599427,-123.11262772504887
"Muscogee County, GA",32.50995836805935,-84.87704298870364
"Tallahatchie County, MS",33.950474812654726,-90.1732642352209
"Atchison County, KS",39.531740003272425,-95.31344464860231
"Lares County, PR",18.268676725286234,-66.86677976526371
"Andrews County, TX",32.30503565957874,-102.63781512097832
"Miami County, OH",40.05345919838601,-84.2288445166345
"Potter County, TX",35.40127581899913,-101.89400489805602
"Seminole County, OK",35.16750461458405,-96.6154938356345
"Aiken County, SC",33.54429527301957,-81.63469483959217
"Manu'a County, AS",-14.20843579232274,-169.53673491994851
"Mendocino County, CA",39.433623815289,-123.43155390465293
"Chesapeake County, VA",36.677744500861294,-76.30241828416783
"Tinian County, MP",14.946529426999424,145.6048454815205
"Yauco County, PR",18.079564959726824,-66.85828282502241
"Sweetwater County, WY",41.65949614084765,-108.87943078410346
"Garza County, TX",33.1798757050344,-101.2984241014361
"Hardy County, WV",39.00750292348782,-78.85792271899409
"Adjuntas County, PR",18.179732662631743,-66.75395662024304
"Ozaukee County, WI",43.3656487289365,-87.59446595416476
"Sullivan County, TN",36.51291540488511,-82.30414285680276
"Laurens County, SC",34.48339873124905,-82.00568401843563
"Crook County, WY",44.58860361586722,-104.56992944381632
"Sheboygan County, WI",43.719707377940836,-87.63477447487065
"Hampden County, MA",42.13511501401045,-72.63164864220703
"Caldwell County, TX",29.83684413025591,-97.61991937575036
"Cloud County, KS",39.48029743749304,-97.64928190594115
"Inyo County, CA",36.511114179832596,-117.4107987270042
"Coosa County, AL",32.93622683017198,-86.2476592624782
"Dickinson County, IA",43.37798476312804,-95.15083006084257
"Harlan County, KY",36.856974499059724,-83.21795104275313
"Geary County, KS",39.002388226145264,-96.75250204444515
"Berks County, PA",40.41629565551838,-75.92599890924699
"Carter County, TN",36.29272084888936,-82.12747834468702
"Lyon County, MN",44.413491587104254,-95.83897490150243
"Charlotte County, VA",37.011620660894515,-78.6616435868225
"Washington County, TN",36.293296624760316,-82.49742026112638
"Newberry County, SC",34.289811796839345,-81.60011985391182
"Isle of Wight County, VA",36.906729138989235,-76.70912648283439
"Wheeler County, OR",44.726118878205355,-120.02756622978325
"Butler County, MO",36.71639040214468,-90.40655415405388
"Iberville Parish, LA",30.258617659175634,-91.34945205605378
"Sharkey County, MS",32.8797230696467,-90.81321492403583
"Fauquier County, VA",38.73864643230723,-77.8092394271287
"Radford County, VA",37.12289115280214,-80.55874903901878
"Douglas County, NV",38.91228424652717,-119.61613899550835
"Franklin County, FL",29.753895404058657,-84.80259366948458
"Greene County, IN",39.036327723836024,-86.96204635399974
"Rush County, IN",39.61994842630534,-85.46576116721805
"Washington County, WI",43.36847995353798,-88.2307624752131
"Laclede County, MO",37.65831846127403,-92.59035142213055
"Mercer County, PA",41.302194990679205,-80.25770623202645
"Craighead County, AR",35.83080778339927,-90.63285376153702
"Saline County, MO",39.13683910256922,-93.2018512461062
"White County, IL",38.087487567910095,-88.17957488228477
"De Witt County, IL",40.17462933802544,-88.90408870511047
"White Pine County, NV",39.44219519040366,-114.9016844513376
"Goodhue County, MN",44.409687419735214,-92.72290109969873
"Swain County, NC",35.48681607745515,-83.49273846850285
"Pasco County, FL",28.3055967008848,-82.5050968494931
"Sumter County, FL",28.704821806230733,-82.08099586243398
"Nassau County, NY",40.73214586636411,-73.58558543551493
"Steele County, ND",47.45615061369967,-97.72459088456435
"Vanderburgh County, IN",38.024835525823626,-87.58582720421306
"Franklin County, MO",38.411146520796144,-91.07498321281969
"Avery County, NC",36.07660503430638,-81.922601374505
"Wood County, WV",39.211131739413375,-81.51496531704791
"Bayfield County, WI",46.635434340876365,-91.18068471977908
"Stewart County, TN",36.501104356554094,-87.83845758679435
"Portage County, WI",44.476026313191866,-89.50140067107455
"Lexington County, SC",33.90228916479844,-81.27218199691447
"Anne Arundel County, MD",38.99415797126319,-76.56759916090768
"Fond du Lac County, WI",43.75358945423037,-88.48826310626579
"Webster County, WV",38.494737305802,-80.42187306800527
"Kewaunee County, WI",44.505994191463834,-87.30725327722988
"Parmer County, TX",34.53011294523234,-102.78453885269272
"Woods County, OK",36.766932161236674,-98.8651275084162
"Elliott County, KY",38.11789168080688,-83.09761634203876
"Berkshire County, MA",42.37067554379461,-73.20641297764685
"Chariton County, MO",39.515081481326625,-92.96262371736512
"Rio Blanco County, CO",39.97983574988296,-108.21722578819606
"Morgan County, CO",40.26274437605109,-103.80982223744708
"Malheur County, OR",43.19347527396843,-117.62309813029655
"Middlesex County, NJ",40.44006544840911,-74.40885820893212
"Russell County, KS",38.91477884104099,-98.76235102226448
"Putnam County, IL",41.20448998183692,-89.28578031792487
"Haakon County, SD",44.29442767755454,-101.53998572716243
"Macon County, TN",36.532034355005564,-86.00727014098787
"Cleburne County, AR",35.53817954202885,-92.02671580483447
"Pike County, AL",31.802708493057345,-85.94090814748941
"Adams County, ID",44.88958802482265,-116.45388286247666
"Bristol County, MA",41.75708865071467,-71.08850148053025
"Schuylkill County, PA",40.70578677280393,-76.21594230596753
"Wells County, ND",47.58752289668655,-99.6609104924403
"Cleveland County, NC",35.334089800211025,-81.55554328860569
"Hot Spring County, AR",34.317653827325756,-92.94613141270587
"Frederick County, MD",39.47221452772928,-77.39797931645785
"Schuyler County, IL",40.15804246843183,-90.61509524575334
"Mono County, CA",37.93897584878701,-118.88669940200904
"Tuolumne County, CA",38.027601404923345,-119.95475357981576
"Doa Ana County, NM",32.35264838360237,-106.83272163462934
"Crisp County, GA",31.92292991695134,-83.7681022218129
"Columbia County, AR",33.21429362788639,-93.22733867386874
"Griggs County, ND",47.45728043856064,-98.23696756793221
"Solano County, CA",38.2669214768002,-121.93999006719702
"Clayton County, IA",42.844739130228106,-91.34143599332508
"Titus County, TX",33.216603036422065,-94.96567222762191
"Hampshire County, WV",39.317065296699866,-78.61416849200158
"Moore County, NC",35.31065384011256,-79.48137423704597
"Barton County, KS",38.478963967888234,-98.75646429296077
"Slope County, ND",46.44723708015378,-103.45987569966229
"Richland Parish, LA",32.417770369268624,-91.7635054862694
"Garfield County, NE",41.91435706035817,-98.9913852750106
"St. Martin Parish, LA",30.129069610970035,-91.60825919233437
"Sumter County, AL",32.591017530783255,-88.19878960894061
"Winston County, AL",34.149225104616974,-87.37368341122514
"Seminole County, FL",28.716967261887188,-81.23631921800173
"Forrest County, MS",31.188869404921878,-89.25785979708053
"Ingham County, MI",42.59709919731426,-84.37353697673446
"Shawnee County, KS",39.04151376379276,-95.75653425742426
"Hanson County, SD",43.6748244143313,-97.78733134095637
"Itasca County, MN",47.50951652109823,-93.63196277584731
"Lincoln County, CO",38.98806034682129,-103.51397586188102
"Madison County, NY",42.912772235494195,-75.66966381881781
"Washington County, NY",43.31370986940612,-73.43076439903896
"Johnson County, IN",39.489970742005006,-86.10163678869363
"Terry County, TX",33.173812659341976,-102.33519655057364
"Harding County, NM",35.85793540454103,-103.82004870653222
"Talladega County, AL",33.38006160988815,-86.16590368724387
"Langlade County, WI",45.262344372791574,-89.07190884231805
"Foard County, TX",33.97461509277849,-99.77798487817897
"Buena Vista County, IA",42.73549362084668,-95.1511488587326
"Mills County, IA",41.03345226276691,-95.621326718206
"Real County, TX",29.831742938008666,-99.82216692129536
"Delaware County, OH",40.27839474415381,-83.00487829821009
"Forsyth County, NC",36.13063126380638,-80.25632642055224
"Carson City County, NV",39.151120435067384,-119.74755634953894
"Dallas County, IA",41.684857984441024,-94.03976064085097
"Carson County, TX",35.40350787056099,-101.35418302916312
"Sumter County, GA",32.039959397087635,-84.197056051169
"Wayne County, MO",37.11263550722745,-90.46142945355686
"Anderson County, SC",34.5193015760023,-82.63775835644834
"Carbon County, WY",41.694589272369335,-106.93061016409838
"Silver Bow County, MT",45.90240444964564,-112.65671346840274
"Stephenson County, IL",42.35182910358387,-89.66225429355765
"Lapeer County, MI",43.09014742326738,-83.22178371845453
"Claiborne Parish, LA",32.822789992936755,-92.99573758651134
"Yalobusha County, MS",34.02821156303405,-89.70763183965707
"Maricao County, PR",18.172093563949634,-66.94228353598692
"Kalkaska County, MI",44.68467641382729,-85.09025010007612
"Aguadilla County, PR",18.480290220591797,-67.1447198428025
"Evangeline Parish, LA",30.728928575330734,-92.40595855349103
"Hardeman County, TN",35.206868260525866,-88.99308487123028
"Cochise County, AZ",31.879627478566896,-109.75126300522564
"Hidalgo County, NM",31.914158272296937,-108.7149771565149
"Divide County, ND",48.81491870226162,-103.48736238002252
"San Bernardino County, CA",34.84143801123962,-116.17847899743833
"Montezuma County, CO",37.338433970465836,-108.59666982789061
"Clarke County, MS",32.041401670139386,-88.68940444212184
"Marion County, IA",41.33445187711915,-93.09943715593938
"Douglas County, NE",41.295351051297,-96.15447697540509
"Fairfax County, VA",38.834565908243476,-77.27621950695219
"Harmon County, OK",34.74411851581835,-99.84625014413295
"Cedar County, MO",37.72385152904582,-93.85661350417831
"Clarke County, GA",33.951244805398886,-83.36734006273689
"Valley County, ID",44.76663707900915,-115.56627902014208
"Knox County, TX",33.606129144212645,-99.74142704822982
"Ouachita County, AR",33.5933681473879,-92.88192312888889
"Darke County, OH",40.13322444061226,-84.6193185665195
"Kay County, OK",36.8180034434632,-97.1439380215943
"Dewey County, SD",45.156616550008124,-100.87186170315609
"Tillamook County, OR",45.456672502979224,-123.75866468487996
"Coweta County, GA",33.35335864487823,-84.76339144957738
"Simpson County, MS",31.913171957874578,-89.91948809524068
"Stone County, MS",30.78995164700557,-89.11771019786559
"Contra Costa County, CA",37.92341313264451,-121.9510346129837
"Carroll County, TN",35.97317841682198,-88.45026074612393
"Henrico County, VA",37.53801686307426,-77.40586004808074
"Owen County, IN",39.312810043539244,-86.83765422232672
"Westchester County, NY",41.151545425314346,-73.75338651235366
"Bollinger County, MO",37.32219072708303,-90.02594720641363
"McDowell County, WV",37.37850131586933,-81.65358378505267
"Harrison County, WV",39.28352969192525,-80.37987498851373
"Granville County, NC",36.304069814474225,-78.65271942043073
"Pierce County, NE",42.26437461614756,-97.60129052396377
"Bleckley County, GA",32.43444144617148,-83.32783882547588
"Burke County, GA",33.06115350270182,-82.00078115371356
"Union County, IL",37.47127161894832,-89.25512740256266
"Kankakee County, IL",41.13771847240905,-87.86183178455794
"McIntosh County, ND",46.11178483816376,-99.44119218532403
"Platte County, NE",41.57128673913252,-97.52115699246407
"Warren County, NC",36.396510281054915,-78.10671713232932
"Aibonito County, PR",18.13113226695163,-66.26438044916033
"Marion County, GA",32.35350917422145,-84.52459217839088
"Clay County, SD",42.91457130138188,-96.97563762373738
"Sussex County, DE",38.68329735132423,-75.33954171355902
"Jasper County, GA",33.31643357848291,-83.68808958375017
"Randolph County, MO",39.44016756580249,-92.49707760225537
"Butler County, KS",37.78127075233992,-96.83906546042215
"Hays County, TX",30.057887507381498,-98.03115518290542
"Medina County, TX",29.355696047333804,-99.11013100993607
"Mason County, MI",43.99606768964983,-86.54509226933553
"Beaufort County, SC",32.35703755289021,-80.69221481216944
"Yankton County, SD",43.00896574845806,-97.39476512280584
"Rock County, WI",42.67121812884786,-89.07155826450085
"Pickens County, SC",34.887318473157784,-82.72527162392097
"Columbia County, WA",46.29749827249743,-117.90784223808392
"Clinton County, IN",40.30169059418257,-86.47515953146326
"Clinton County, IL",38.60646218803411,-89.42248238909768
"Minidoka County, ID",42.854259715774084,-113.6374618028585
"Sullivan County, PA",41.44615926780268,-76.51214136958122
"Rankin County, MS",32.26412436317625,-89.94579807157797
"Motley County, TX",34.07409477694064,-100.7798289670743
"Lane County, OR",43.941555474124854,-122.8766376414483
"Wichita County, TX",33.98799704390155,-98.7035507506685
"Shiawassee County, MI",42.95373387190329,-84.14673109417059
"Jewell County, KS",39.78473208486994,-98.21834087432171
"Mitchell County, KS",39.39326592630474,-98.20936481769427
"Bradford County, FL",29.949959574562463,-82.16877776620086
"Marion County, MS",31.230817130641455,-89.82244298682197
"George County, MS",30.86260682421515,-88.64403460978622
"Jo Daviess County, IL",42.36581820562696,-90.2125952051772
"Hancock County, IN",39.823550432177996,-85.77323835599016
"Franklin County, VA",36.99195522964419,-79.8810638666093
"Midland County, TX",31.86915994787346,-102.03160928311213
"Scott County, KS",38.48216935903053,-100.90685895589712
"Cascade County, MT",47.30795444852484,-111.34704586416113
"Harrisonburg County, VA",38.436196172277285,-78.87347122746556
"Williamson County, IL",37.7302529208455,-88.92992445208688
"Flathead County, MT",48.29512884477696,-114.0496747124898
"Peuelas County, PR",18.024444443454446,-66.7279463804442
"Stevens County, KS",37.19231795187226,-101.31204695732112
"Fayette County, KY",38.042321557063275,-84.45873237692975
"Hancock County, KY",37.841525075843066,-86.77792927311047
"Brown County, SD",45.589722978005284,-98.35161180478688
"Barbour County, WV",39.13293387437751,-80.00302888468741
"Wayne County, TN",35.23991692683318,-87.78801316365792
"Box Butte County, NE",42.2197534704174,-103.08570352590309
"Northumberland County, PA",40.851934200724465,-76.70945192196018
"Victoria County, TX",28.796351491788577,-96.97152527626885
"Buena Vista County, VA",37.73192757601419,-79.35682951882103
"St. Clair County, MI",42.93112615195427,-82.66436932462595
"Thurston County, NE",42.15818605590818,-96.54409719999117
"Lamoille County, VT",44.60705003604421,-72.64185325632984
"Blaine County, OK",35.875248359679205,-98.43347425298211
"Kittitas County, WA",47.12426615192833,-120.67968323465446
"Randolph County, IN",40.15763956425234,-85.0113104074234
"Kane County, UT",37.2850586824276,-111.88791482253299
"Tucker County, WV",39.11359528971241,-79.56497417085724
"Ponce County, PR",18.00272664370158,-66.60725882398907
"Crawford County, WI",43.23946227311372,-90.93104783880541
"Jackson County, AL",34.779412632493454,-85.99929507870813
"Mahaska County, IA",41.3352040410324,-92.64090914635085
"Douglas County, KS",38.88465945278255,-95.29260630481572
"Daviess County, KY",37.7317555746651,-87.08722901197963
"Powell County, KY",37.831145322748235,-83.82377458153789
"Jasper County, MO",37.203547272170304,-94.34060530702877
"Union County, OR",45.3102250801807,-118.00877758140513
"Henry County, GA",33.45299211634897,-84.1541938646894
"Adams County, ND",46.096820597042175,-102.52849866776853
"Pamlico County, NC",35.15102122596688,-76.6694598427494
"Graves County, KY",36.72313818430639,-88.65120576510051
"Cambria County, PA",40.49517096502671,-78.7133899923753
"McMinn County, TN",35.42474447360853,-84.61747488387005
"Livingston County, MI",42.6029174309521,-83.91152774445399
"Adams County, CO",39.87364714575821,-104.33789537881347
"Lackawanna County, PA",41.436690683444354,-75.60921066875908
"Pontotoc County, OK",34.72804505435122,-96.68437605307403
"Creek County, OK",35.90258358829615,-96.37085622750126
"Tyler County, TX",30.771232148992635,-94.37659392754041
"Van Buren County, TN",35.695981462007886,-85.45261419936259
"Pottawatomie County, OK",35.20665565409543,-96.94835999922014
"Socorro County, NM",34.007187956600475,-106.93039924031626
"Atkinson County, GA",31.297108339902106,-82.8799928968477
"Duval County, FL",30.335440328155673,-81.64800932272058
"Falls County, TX",31.25326207540178,-96.93585090225778
"Yell County, AR",35.00256453462877,-93.41086499181735
"Comanche County, KS",37.1912803992008,-99.27187147740788
"Jessamine County, KY",37.87201988219536,-84.58093992152577
"Monroe County, KY",36.7121802673364,-85.71651961330974
"Kiowa County, OK",34.91638404454723,-98.98092146327083
"Lake County, SD",44.022044269861475,-97.12937635097892
"Caswell County, NC",36.39327421582742,-79.33352347690503
"Presidio County, TX",29.99980266997958,-104.24052167946614
"Greene County, OH",39.691522383728135,-83.88986148154555
"Willacy County, TX",26.476966333181252,-97.59165763740505
"Bayamn County, PR",18.34971102560554,-66.16831695212042
"Los Alamos County, NM",35.8693158565793,-106.30734548251907
"Kenai Peninsula County, AK",60.119417285108916,-151.6980545415014
"Baldwin County, AL",30.660970047288995,-87.74984055383271
"Appanoose County, IA",40.743166338306295,-92.86860956139547
"St. Croix County, VI",17.73561337360221,-64.74793573701497
"New Kent County, VA",37.505210593532084,-76.99733935254096
"Talbot County, GA",32.699486302981704,-84.53301017685989
"Lewis County, NY",43.78509432611127,-75.44865120050936
"Clay County, WV",38.462531996932114,-81.0750874677506
"Jefferson County, IN",38.78576731391222,-85.43857207660697
"Bedford County, VA",37.31515240676735,-79.52417213165204
"Mora County, NM",36.01059609821882,-104.94497505504052
"Boone County, NE",41.706784712827066,-98.06725552933311
"Oregon County, MO",36.68670445145671,-91.40329006398412
"Houston County, TN",36.285971660105595,-87.71703562886366
"Wyoming County, PA",41.51839084616068,-76.01636102764246
"Lenoir County, NC",35.23877316121302,-77.64124862914913
"Vigo County, IN",39.430638598687594,-87.38996445251037
"Elkhart County, IN",41.59738447990813,-85.85875527405359
"Grayson County, VA",36.65651735735521,-81.22489108718278
"Lubbock County, TX",33.61020612367173,-101.82054583339128
"Meeker County, MN",45.12311073185449,-94.52733595678228
"Ashland County, OH",40.846016296211324,-82.27068325412954
"Madison County, NE",41.91669810608805,-97.60077908025657
"Martin County, FL",27.081616439181843,-80.39846395249873
"Mineral County, CO",37.668995682494774,-106.9240946463394
"Dawson County, GA",34.44429807207827,-84.1706356849949
"Johnson County, GA",32.70146505044524,-82.66008109968966
"Monroe County, AR",34.67783864874341,-91.20391535314648
"Dallas County, MO",37.68040650477812,-93.02365538961308
"Pittsylvania County, VA",36.82129773033168,-79.39711939065018
"Denali County, AK",63.67151399800842,-150.01165729953533
"Pawnee County, KS",38.181330774980715,-99.23672934891847
"Wyandotte County, KS",39.114645335372465,-94.7644784158672
"Dixie County, FL",29.551766096126485,-83.22849513812082
"Tuscola County, MI",43.49134253252326,-83.43986857424485
"Southeast Fairbanks County, AK",63.87622223294162,-143.2128868229721
"Graham County, KS",39.34971603697087,-99.88325262707622
"St. Landry Parish, LA",30.598931480150302,-92.00582375329907
"Giles County, TN",35.20215088645079,-87.03477736867481
"Lucas County, OH",41.68419069795519,-83.46827477273443
"Mississippi County, AR",35.762482135065234,-90.05208948017415
"Rincn County, PR",18.339271048798157,-67.26468432388513
"Floyd County, IN",38.31871171951892,-85.90704303470574
"Morton County, KS",37.19139597072749,-101.79925223066078
"Grant County, KY",38.64881556542485,-84.62461338312525
"Taylor County, KY",37.36645436787214,-85.32783454532449
"Graham County, NC",35.35017144807801,-83.83358117824055
"Logan County, WV",37.83128200918406,-81.93539617263316
"Pleasants County, WV",39.37093759427376,-81.16062966762323
"Giles County, VA",37.31425658560572,-80.70293685396284
"Fayette County, WV",38.028775122562195,-81.08115636846038
"Snohomish County, WA",48.04609528484829,-121.7223468301485
"Eddy County, NM",32.47146285826636,-104.30446575907173
"McPherson County, NE",41.56809560821586,-101.0604170204109
"Red Willow County, NE",40.17583050680878,-100.47686481008785
"Rock County, NE",42.42128813184875,-99.44992972560743
"Humphreys County, TN",36.04081888077042,-87.77563335826167
"Mason County, IL",40.23962222966732,-89.91681379549932
"Wythe County, VA",36.91711186808587,-81.07866763272389
"Washington County, GA",32.96953573533558,-82.7958991684628
"Yakima County, WA",46.457026428626556,-120.73849042592786
"Washington County, AR",35.979055083368564,-94.21561204836382
